Date and Time,Battery Voltage,CR10 Temperature,Wind Direction 10 Minutes,Wind Speed 10 Minutes,Wind Gust 10 Minutes,Hourly Average Direction,Hourly Average Speed,Hourly Maximum Gust,Hourly Gust Time,Hourly Gust Direction,Last Minute Average Temperature,Total Hourly Rain,Average RH over previous minute,Maximum Hourly Air Temperature,Minimum Hourly Air Temperature,Maximum Hourly Rainfall Rate,Time of Rainfall
09/01/17 04:00,14.05,15.51,55.55,7.610,11.340,60,6.905,11.340,03:52,53.30,8.680,,93.80,8.920,8.680,,03:01
09/01/17 05:00,14.05,15.51,53.64,7.230,11.660,50,7.480,12.070,04:48,64.64,8.470,,95.00,8.690,8.470,,04:01
09/01/17 06:00,14.05,15.46,41.06,6.195,9.480,50,6.916,12.140,05:05,56.58,8.410,,96.40,8.490,8.350,,05:01
09/01/17 07:00,14.05,15.44,50.28,7.660,10.860,50,5.874,10.860,06:54,53.20,8.870,,94.20,8.870,8.420,,06:01
09/01/17 08:00,14.05,15.39,56.68,9.270,13.200,60,8.030,13.200,07:57,61.15,8.980,,91.20,9.020,8.860,,07:01
09/01/17 09:00,14.05,15.32,42.10,10.300,16.920,40,9.070,16.920,08:55,40.66,9.300,,90.80,9.310,8.980,,08:01
09/01/17 10:00,14.06,15.25,47.85,11.310,16.110,50,10.980,18.780,09:31,46.57,9.630,,89.50,9.640,9.300,,09:01
09/01/17 11:00,14.06,15.19,59.73,14.490,21.690,60,12.270,21.690,10:55,59.57,10.190,,79.90,10.200,9.640,,10:01
09/01/17 12:00,14.07,15.07,55.67,15.020,22.400,60,14.630,25.510,11:21,49.71,10.020,,78.90,10.220,10.020,,11:01
09/01/17 13:00,14.07,14.98,45.85,10.660,17.080,50,12.240,22.340,12:05,65.69,9.460,,85.60,10.020,9.440,,12:01
09/01/17 14:00,14.07,14.96,32.11,10.710,18.940,40,10.660,19.710,13:30,30.87,9.650,,85.70,9.650,9.410,,13:01
09/01/17 15:00,14.07,14.93,38.03,13.970,22.620,30,11.980,22.620,14:52,39.72,9.870,,86.70,9.890,9.550,,14:01
09/01/17 16:00,14.07,14.89,42.75,12.090,18.550,40,13.120,23.390,15:20,41.85,10.090,,87.50,10.090,9.740,,15:01
09/01/17 17:00,14.07,14.84,43.55,12.230,20.540,40,12.990,22.180,16:47,46.95,10.200,,86.90,10.240,9.890,,16:01
09/01/17 18:00,14.07,14.82,63.53,10.920,17.940,50,11.760,20.090,17:06,46.72,9.910,,93.90,10.190,9.740,,17:01
09/01/17 19:00,14.07,14.87,111.50,8.970,15.410,110,11.450,26.380,18:05,117.50,8.130,,84.10,9.910,8.130,,18:01
09/01/17 20:00,14.07,14.91,102.90,8.830,15.150,110,9.630,17.530,19:03,117.90,7.210,,80.40,8.140,7.210,,19:01
09/01/17 21:00,14.07,14.91,91.60,10.760,16.630,90,8.580,16.630,20:54,99.50,6.538,,81.50,7.190,6.538,,20:01
09/01/17 22:00,14.07,14.89,78.60,9.440,14.900,80,7.690,14.900,21:56,79.50,5.711,,84.70,6.531,5.711,,21:01
09/01/17 23:00,14.08,14.80,69.75,11.480,15.180,80,10.480,16.850,22:43,80.40,5.414,,85.90,5.727,5.381,,22:01
10/01/17 00:00,14.08,14.66,77.40,10.780,18.390,70,11.110,18.390,23:56,78.20,5.033,,87.40,5.396,5.033,,23:01
10/01/17 01:00,14.08,14.55,79.10,11.520,16.050,80,11.430,17.530,00:22,83.70,4.708,,88.40,5.056,4.702,,00:01
10/01/17 02:00,14.09,14.47,74.70,9.910,13.360,80,10.080,16.210,01:10,83.70,4.516,,89.30,4.730,4.485,,01:01
10/01/17 03:00,14.09,14.36,83.70,9.740,13.900,80,9.160,14.060,02:48,82.60,4.875,,87.80,4.875,4.480,,02:01
10/01/17 04:00,14.09,14.27,74.70,9.410,13.710,80,8.580,15.410,03:11,87.50,5.061,,87.10,5.061,4.871,,03:01
10/01/17 05:00,14.09,14.18,79.20,8.390,11.820,80,8.820,14.250,04:40,82.80,5.293,,85.30,5.293,5.012,,04:01
10/01/17 06:00,14.09,14.09,51.92,6.062,9.570,70,6.976,11.500,05:03,68.84,5.446,,85.30,5.456,5.270,,05:01
10/01/17 07:00,14.10,14.02,65.19,8.530,13.070,60,7.260,14.190,06:45,64.52,5.620,,84.30,5.690,5.412,,06:01
10/01/17 08:00,14.10,13.96,73.60,8.100,11.720,70,7.770,12.460,07:35,74.20,5.978,,83.30,5.978,5.562,,07:01
10/01/17 09:00,14.10,13.89,77.60,6.478,11.430,70,6.319,11.430,08:56,72.80,6.479,,81.40,6.484,5.954,,08:01
10/01/17 10:00,14.10,13.82,70.70,6.651,10.440,70,6.205,10.440,09:59,83.90,7.020,,80.20,7.020,6.487,,09:01
10/01/17 11:00,14.10,13.78,91.70,7.520,10.280,90,6.930,12.910,10:48,86.10,7.940,,78.10,7.940,7.020,,10:01
10/01/17 12:00,14.10,13.80,103.30,9.150,13.290,100,8.000,14.580,11:30,100.40,8.500,,74.90,8.570,7.910,,11;01
10/01/17 13:00,14.10,13.82,100.10,9.620,15.760,100,9.000,15.990,12:10,113.80,8.880,0.00,73.90,8.880,8.500,0,12:01
10/01/17 14:00,14.09,13.87,102.30,7.420,14.250,100,7.390,14.250,13:57,93.20,9.130,0.00,72.60,9.150,8.850,0,13:01
10/01/17 15:00,14.09,13.93,95.60,9.570,13.420,100,8.520,15.630,14:40,101.40,9.220,0.00,71.50,9.250,9.110,0,14:01
10/01/17 16:00,14.10,14.00,83.90,7.090,10.630,90,6.897,12.560,15:50,84.10,9.040,0.00,72.30,9.370,9.040,0,15:01
10/01/17 17:00,14.09,14.05,43.66,6.027,9.030,80,6.900,12.070,16:16,79.00,8.210,0.00,76.40,9.030,8.210,0,16:01
10/01/17 18:00,14.09,14.09,57.31,5.867,7.580,70,6.334,10.950,17:28,84.30,8.070,0.00,77.00,8.310,8.050,0,17:01
10/01/17 19:00,14.09,14.11,62.15,5.462,8.290,50,6.020,9.540,18:20,59.05,8.100,0.00,78.00,8.130,7.970,0,18:01
10/01/17 20:00,14.09,14.14,65.23,5.933,8.770,70,5.636,9.440,19:31,55.80,7.980,0.00,80.80,8.100,7.950,0,19:01
10/01/17 21:00,14.09,14.16,64.28,5.926,8.710,70,6.912,11.690,20:33,60.49,7.840,0.00,86.70,8.020,7.840,0,20:01
10/01/17 22:00,14.09,14.16,58.98,6.321,9.930,60,6.447,11.820,21:29,68.65,8.040,0.00,89.00,8.040,7.710,0,21:01
10/01/17 23:00,14.09,14.16,65.24,6.425,10.730,70,6.749,11.020,22:36,76.80,8.430,0.00,90.30,8.430,8.020,0,22:01
11/01/17 00:00,14.09,14.16,71.90,7.270,11.300,60,7.580,12.390,23:08,46.19,8.240,0.00,92.80,8.430,8.210,0,23:01
11/01/17 01:00,14.09,14.18,55.41,6.924,9.440,70,7.810,12.810,00:21,64.28,8.250,0.00,92.90,8.310,8.210,0,00:01
11/01/17 02:00,14.09,14.20,68.56,7.630,11.790,70,8.020,13.290,01:26,64.92,8.390,0.00,91.30,8.420,8.260,0,01:01
11/01/17 03:00,14.09,14.23,62.74,8.750,13.930,70,8.670,14.700,02:36,72.40,8.170,0.00,91.30,8.460,8.160,0,02:01
11/01/17 04:00,14.09,14.18,57.18,8.590,13.900,70,10.560,17.940,03:07,76.30,8.090,0.00,90.70,8.210,8.090,0,03:01
11/01/17 05:00,14.09,14.16,74.30,13.940,20.800,70,10.610,20.800,04:52,75.20,8.780,0.00,89.50,8.780,8.080,0,04:01
11/01/17 06:00,14.09,14.16,63.58,7.970,11.140,70,9.360,20.760,05:05,86.00,9.340,0.00,91.30,9.340,8.680,0,05:01
11/01/17 07:00,14.09,14.18,83.10,12.350,17.370,70,10.380,17.400,06:41,75.20,10.370,0.00,90.00,10.380,9.310,0,06:01
11/01/17 08:00,14.09,14.20,79.70,11.080,15.600,80,11.180,18.870,07:17,77.90,10.650,0.00,85.10,10.650,10.290,0,07:01
11/01/17 09:00,14.09,14.23,60.26,6.885,9.640,80,8.800,17.880,08:01,78.80,10.160,0.00,86.10,10.750,10.100,0,08:01
11/01/17 10:00,14.09,14.25,87.50,8.500,13.130,80,8.030,14.290,09:18,92.30,11.130,0.00,78.40,11.130,10.100,0,09:01
11/01/17 11:00,14.09,14.32,102.00,16.200,30.710,100,13.530,30.710,10:55,85.20,11.500,0.00,55.74,11.900,11.190,0,10:01
11/01/17 12:00,14.09,14.38,113.30,11.850,22.500,110,14.600,28.490,11:02,116.80,11.080,0.00,53.97,11.500,11.070,0,11:01
11/01/17 13:00,14.08,14.47,128.60,10.450,18.680,120,14.210,29.780,12:07,104.50,10.980,0.00,54.56,11.100,10.900,0,12:01
11/01/17 14:00,14.09,14.56,125.40,16.090,29.710,120,14.970,30.480,13:48,127.70,10.440,0.00,49.03,10.920,10.440,0,13:01
11/01/17 15:00,14.08,14.64,115.40,12.690,22.340,110,12.850,27.150,14:07,115.00,10.160,0.00,46.80,10.710,10.100,0,14:01
11/01/17 16:00,14.07,14.71,112.00,14.670,25.060,110,15.540,28.170,15:36,104.00,9.610,0.00,49.16,10.100,9.610,0,15:01
11/01/17 17:00,14.07,14.75,98.80,13.000,23.170,110,12.380,25.350,16:16,118.40,9.090,0.00,50.11,9.570,9.070,0,16:01
11/01/17 18:00,14.07,14.82,99.90,11.540,20.860,100,13.450,25.670,17:09,97.70,8.520,0.00,50.37,9.090,8.520,0,17:01
11/01/17 19:00,14.07,14.84,73.60,9.580,15.380,80,10.940,19.390,18:26,89.10,7.590,0.00,55.97,8.480,7.590,0,18:01
11/01/17 20:00,14.07,14.87,75.90,10.710,15.250,80,10.700,20.410,19:33,81.40,7.340,0.00,57.10,7.540,7.340,0,19:01
11/01/17 21:00,14.07,14.82,70.20,11.550,16.180,70,10.950,18.580,20:36,65.28,6.697,0.00,60.54,7.330,6.686,0,20:01
11/01/17 22:00,14.07,14.73,84.20,12.200,21.820,80,11.930,21.820,21:55,81.30,6.859,0.00,60.62,6.941,6.669,0,21:01
11/01/17 23:00,14.08,14.69,76.50,10.740,17.080,70,10.010,17.080,22:51,71.70,6.443,0.00,63.96,6.859,6.439,0,22:01
12/01/17 00:00,14.09,14.60,72.70,10.330,15.630,70,10.700,17.080,23:24,81.50,6.189,0.00,68.24,6.434,6.135,0,23:01
12/01/17 01:00,14.09,14.52,74.90,10.750,17.300,80,11.210,19.580,00:02,74.10,6.362,0.00,68.72,6.362,6.201,0,00:01
12/01/17 02:00,14.09,14.45,71.80,10.240,16.560,70,9.270,16.560,01:52,73.20,6.163,0.00,72.30,6.352,6.086,0,01:01
12/01/17 03:00,14.09,14.38,76.10,10.270,16.400,80,10.680,17.910,02:39,77.60,6.485,0.00,69.48,6.485,6.176,0,02:01
12/01/17 04:00,14.09,14.29,64.88,9.810,14.380,70,11.170,18.520,03:19,74.80,6.368,0.00,69.52,6.514,6.355,0,03:01
12/01/17 05:00,14.09,14.18,69.00,11.760,19.770,70,10.940,19.770,04:51,72.10,6.460,0.00,70.30,6.496,6.355,0,04:01
12/01/17 06:00,14.10,14.09,68.06,10.540,16.310,70,9.520,19.030,05:01,73.90,6.507,0.00,73.40,6.519,6.379,0,05:01
12/01/17 07:00,14.10,14.02,61.33,7.030,11.300,70,8.240,13.710,06:04,54.06,6.287,0.00,76.90,6.484,6.287,0,06:01
12/01/17 08:00,14.10,13.96,58.01,9.740,15.790,50,9.370,15.790,07:59,63.33,6.284,0.00,77.40,6.338,6.217,0,07:01
12/01/17 09:00,14.10,13.87,47.85,9.070,12.680,50,8.860,17.010,08:33,46.08,6.639,0.00,76.80,6.639,6.282,0,08:01
12/01/17 10:00,14.10,13.80,48.24,7.660,12.520,50,8.130,14.250,09:14,55.59,7.200,0.00,76.00,7.210,6.649,0,09:01
12/01/17 11:00,14.10,13.75,40.23,8.630,14.930,50,8.440,15.180,10:29,45.27,7.450,0.00,75.90,7.480,7.220,0,10:01
12/01/17 12:00,14.10,13.73,35.97,5.390,9.860,40,6.503,12.590,11:02,47.70,6.943,0.22,82.70,7.450,6.943,1.29,11:47
12/01/17 13:00,14.11,13.78,45.71,5.329,8.510,40,5.086,9.510,12:03,41.09,6.653,1.08,87.20,6.955,6.653,2.58,12:37
12/01/17 14:00,14.10,13.82,61.54,3.499,5.789,70,4.781,10.950,13:08,76.10,6.188,1.94,89.20,6.645,6.153,3.87,13:32
12/01/17 15:00,14.10,13.84,6.03,4.395,6.334,40,3.574,8.160,14:16,60.48,5.638,1.94,90.10,6.182,5.638,2.58,14:15
12/01/17 16:00,14.10,13.87,42.52,3.219,5.404,360,3.562,7.260,15:48,21.78,4.608,3.01,86.70,5.717,4.608,5.16,15:55
12/01/17 17:00,14.10,13.87,161.40,8.180,15.060,140,3.417,15.060,16:59,146.80,3.338,6.45,89.20,4.635,3.338,7.74,16:17
12/01/17 18:00,14.10,13.84,176.40,9.900,17.850,180,8.760,18.550,17:43,170.20,1.291,3.23,96.90,3.312,1.257,7.74,17:02
12/01/17 19:00,14.10,13.80,160.40,14.700,25.290,170,11.840,26.730,18:41,154.90,2.044,2.80,93.00,2.044,1.270,3.87,18:17
12/01/17 20:00,14.11,13.69,139.40,9.090,17.010,150,12.210,27.340,19:10,158.00,2.634,1.08,88.40,2.663,2.050,2.58,19:01
12/01/17 21:00,14.11,13.62,121.30,9.820,17.720,130,10.870,21.790,20:04,148.00,3.117,0.22,84.40,3.117,2.627,1.29,20:10
12/01/17 22:00,14.11,13.53,119.70,11.850,18.940,120,12.880,26.700,21:46,120.70,3.167,0.00,80.50,3.276,3.117,0,21:01
12/01/17 23:00,14.12,13.44,110.00,12.510,21.340,110,12.830,23.870,22:23,105.10,2.686,0.00,77.80,3.176,2.684,0,22:01
12/01/17 00:00,14.12,13.35,97.50,12.720,19.230,100,12.730,22.690,23:29,111.30,2.309,0.00,78.40,2.681,2.309,0,23:01
13/01/17 01:00,14.12,13.28,99.50,10.670,17.690,100,11.690,20.640,00:25,105.50,1.937,0.00,80.70,2.261,1.937,0,00:01
13/01/17 02:00,14.12,13.22,92.30,10.690,15.630,90,9.880,17.240,01:45,84.90,1.624,0.00,82.50,1.935,1.620,0,01:01
13/01/17 03:00,14.12,13.13,88.80,10.990,16.020,90,11.060,17.240,02:10,95.80,1.661,0.00,83.30,1.720,1.582,0,02:01
13/01/17 04:00,14.12,13.06,94.00,8.370,16.400,90,8.240,16.400,03:53,105.60,1.906,0.00,82.50,1.938,1.661,0,03:01
13/01/17 05:00,14.13,12.99,111.50,11.320,18.810,90,8.610,18.810,04:56,100.50,2.496,0.00,81.30,2.496,1.912,0,04:01
13/01/17 06:00,14.13,12.90,113.80,10.310,17.750,110,11.000,22.980,05:14,110.90,2.394,0.00,80.40,2.518,2.379,0,05:01
13/01/17 07:00,14.13,12.81,96.70,12.060,18.710,100,10.810,19.770,06:06,108.30,2.538,0.00,79.30,2.540,2.348,0,06:01
13/01/17 08:00,14.14,12.75,111.00,14.930,24.040,100,12.800,25.830,07:35,110.80,2.686,0.00,70.50,2.686,2.502,0,07:01
13/01/17 09:00,14.14,12.61,89.30,14.930,23.070,100,14.860,25.250,08:49,93.20,2.537,0.00,71.90,2.832,2.537,0,08:01
13/01/17 10:00,14.14,12.53,93.70,17.340,29.900,90,16.490,29.900,09:51,97.80,3.204,0.00,68.68,3.204,2.459,0,09:01
13/01/17 11:00,14.14,12.44,98.00,16.970,29.550,100,17.490,35.930,10:37,96.80,1.879,0.22,88.80,3.431,1.853,1.29,10:52
13/01/17 12:00,14.14,12.37,111.90,12.820,22.500,100,14.500,28.680,11:38,111.30,4.450,0.22,75.80,4.450,1.847,1.29,11:01
13/01/17 13:00,14.15,12.37,126.40,12.300,25.060,120,13.810,29.970,12:40,121.50,5.741,0.00,66.51,5.741,4.448,0,12:01
13/01/17 14:00,14.15,12.41,137.10,13.830,26.090,140,15.220,34.870,13:11,124.50,6.115,0.00,61.90,6.131,5.764,0,13:01
13/01/17 15:00,14.14,12.44,132.50,15.080,27.950,140,14.080,27.950,14:57,136.90,6.206,0.00,57.47,6.232,6.112,0,14:01
13/01/17 16:00,14.14,12.48,138.80,11.400,20.090,140,11.830,24.800,15:06,130.40,6.230,0.00,58.31,6.242,6.171,0,15:01
13/01/17 17:00,14.14,12.53,136.60,9.990,15.570,140,11.050,21.280,16:07,130.70,6.204,0.00,59.10,6.296,6.181,0,16:01
13/01/17 18:00,14.14,12.57,136.50,9.530,16.210,130,9.810,22.430,17:46,162.90,5.407,0.00,67.36,6.193,5.265,0,17:01
13/01/17 19:00,14.14,12.59,113.70,9.560,14.740,120,9.830,19.550,18:05,119.80,4.613,0.00,73.30,5.406,4.613,0,18:01
13/01/17 20:00,14.14,12.68,108.10,9.860,17.240,110,10.930,18.680,19:40,112.70,3.953,0.00,75.50,4.591,3.953,0,19:01
13/01/17 21:00,14.14,12.64,120.20,9.040,16.050,120,9.260,18.550,20:44,122.20,3.752,0.00,74.50,3.927,3.749,0,20:01
13/01/17 22:00,14.14,12.61,112.20,9.360,17.400,120,9.210,17.400,21:51,113.50,3.189,0.00,75.40,3.755,3.184,0,21:01
13/01/17 23:00,14.14,12.61,113.60,8.810,15.860,110,8.650,16.850,22:38,105.40,2.616,0.00,76.80,3.165,2.604,0,22:01
14/01/17 00:00,14.14,12.59,115.60,7.710,13.390,120,8.760,15.630,23:01,109.60,2.466,0.00,75.50,2.666,2.439,0,23:01
14/01/17 01:00,14.14,12.55,112.00,7.010,10.950,110,7.130,12.780,00:15,110.60,2.523,0.00,72.00,2.642,2.366,0,00:01
14/01/17 02:00,14.14,12.53,109.00,9.070,14.290,110,8.290,14.480,01:30,101.60,2.144,0.00,77.00,2.519,2.134,0,01:01
14/01/17 03:00,14.14,12.50,97.20,8.580,14.420,100,7.420,14.420,02:58,93.60,1.988,0.00,78.90,2.131,1.985,0,02:01
14/01/17 04:00,14.14,12.48,96.80,9.900,14.640,80,7.650,14.640,03:52,100.10,1.772,0.00,78.60,1.959,1.291,0,03:01
14/01/17 05:00,14.14,12.44,77.80,6.725,13.260,90,8.460,14.900,04:22,92.80,1.460,0.00,80.10,1.760,1.460,0,04:01
14/01/17 06:00,14.15,12.39,73.40,8.320,11.080,80,8.040,15.410,05:32,96.40,1.525,0.00,82.20,1.688,1.442,0,05:01
14/01/17 07:00,14.15,12.33,75.90,7.940,11.050,70,7.760,13.520,06:21,69.57,1.656,0.00,83.30,1.686,1.486,0,06:01
14/01/17 08:00,14.15,12.28,88.30,8.690,12.560,90,8.150,13.200,07:47,93.60,2.277,0.00,81.90,2.307,1.703,0,07:01
14/01/17 09:00,14.15,12.22,82.60,7.540,12.040,80,7.790,13.810,08:47,87.90,2.455,0.00,82.10,2.508,2.181,0,08:01
14/01/17 10:00,14.16,12.17,85.50,6.318,9.570,80,6.830,13.160,09:24,84.20,3.237,0.00,80.40,3.249,2.403,0,09:01
14/01/17 11:00,14.16,12.15,111.90,8.020,13.870,100,7.530,15.120,10:43,113.30,4.535,0.00,75.70,4.535,3.245,0,10:01
14/01/17 12:00,14.15,12.13,165.50,10.720,18.940,130,8.630,19.640,11:30,139.50,4.714,0.00,75.00,5.407,4.505,0,11:01
14/01/17 13:00,14.16,12.15,114.80,8.100,14.220,130,9.430,23.430,12:06,159.30,3.821,0.43,84.60,4.668,3.761,1.29,12:07
14/01/17 14:00,14.15,12.17,99.60,7.670,12.560,100,7.900,15.090,13:38,98.60,4.152,0.00,86.40,4.152,3.667,0,13:01
14/01/17 15:00,14.15,12.24,102.90,5.890,10.790,110,6.368,11.300,14:18,113.60,4.753,0.00,85.60,4.753,4.039,0,14:01
14/01/17 16:00,14.15,12.28,110.10,6.275,10.050,100,6.207,11.720,15:22,95.00,4.780,0.00,83.70,5.201,4.581,0,15:01
14/01/17 17:00,14.14,12.35,111.60,5.538,9.860,110,5.401,12.170,16:20,126.70,4.485,0.00,84.90,4.801,4.421,0,16:01
14/01/17 18:00,14.14,12.39,114.60,6.846,11.720,110,5.880,11.720,17:57,128.00,4.698,0.00,84.00,4.753,4.488,0,17:01
14/01/17 19:00,14.14,12.41,105.30,7.660,12.040,110,6.997,12.040,18:58,107.10,4.721,0.00,85.60,4.736,4.594,0,18:01
14/01/17 20:00,14.14,12.44,102.40,5.511,8.450,100,5.093,9.000,19:46,103.40,4.294,0.00,87.60,4.715,4.134,0,19:01
14/01/17 21:00,14.14,12.44,129.00,4.711,9.120,120,5.014,11.210,20:49,141.10,4.623,0.00,84.70,4.682,4.242,0,20:01
14/01/17 22:00,14.14,12.44,75.40,4.309,5.308,110,4.517,8.640,21:05,142.60,3.922,0.00,88.10,4.718,3.877,0,21:01
14/01/17 23:00,14.14,12.44,86.70,3.961,5.116,80,4.384,6.334,22:25,88.60,3.577,0.00,89.80,3.937,3.561,0,22:01
15/01/17 00:00,14.14,12.44,97.00,4.938,6.334,100,4.518,7.230,23:23,99.00,3.633,0.00,88.30,3.947,3.508,0,23:01
15/01/17 01:00,14.14,12.44,75.60,3.890,5.020,100,5.008,9.120,00:20,102.70,3.090,0.00,90.50,3.732,3.090,0,00:01
15/01/17 02:00,14.14,12.44,92.20,3.745,5.212,80,3.917,5.725,01:32,81.80,3.127,0.00,91.80,3.127,2.921,0,01:01
15/01/17 03:00,14.14,12.44,109.40,4.359,7.040,110,5.469,10.630,02:16,116.20,3.849,0.00,86.30,3.849,3.133,0,02:01
15/01/17 04:00,14.14,12.46,113.40,5.112,8.320,110,4.465,8.320,03:56,111.60,4.020,0.00,84.20,4.033,3.852,0,03:01
15/01/17 05:00,14.14,12.48,110.50,7.260,12.430,110,6.710,13.360,04:37,106.90,3.867,0.00,88.40,4.084,3.852,0,04:01
15/01/17 06:00,14.14,12.48,74.30,2.935,5.533,80,3.950,9.410,05:13,106.50,3.527,0.22,91.90,3.888,3.494,1.29,05:13
15/01/17 07:00,14.14,12.53,59.54,4.797,6.591,60,3.991,6.687,06:48,45.71,3.322,0.43,95.30,3.587,3.296,1.29,06:10
15/01/17 08:00,14.14,12.55,56.54,5.216,7.550,60,4.576,7.780,07:38,71.30,3.389,0.65,97.40,3.399,3.308,1.29,07:01
15/01/17 09:00,14.14,12.55,51.39,4.687,7.330,60,4.896,8.610,08:29,47.50,3.755,1.08,97.80,3.755,3.377,2.58,08:13
15/01/17 10:00,14.14,12.55,50.42,6.482,8.960,50,6.038,10.280,09:46,46.56,4.452,0.65,97.90,4.459,3.768,1.29,09:11
15/01/17 11:00,14.14,12.55,64.31,8.370,12.460,70,7.940,13.070,10:37,70.80,5.290,0.86,97.50,5.290,4.476,2.58,10:45
15/01/17 12:00,14.14,12.53,76.00,8.540,12.810,70,8.470,15.090,11:03,58.31,5.966,0.65,98.00,5.966,5.306,1.29,11:03
15/01/17 13:00,14.14,12.55,90.80,8.160,12.560,90,8.190,12.810,12:30,93.80,6.941,0.43,97.80,6.941,5.981,1.29,12:05
15/01/17 14:00,14.14,12.61,108.00,8.230,13.740,110,8.200,14.830,13:36,105.00,7.940,0.43,96.90,7.940,6.966,1.29,13:14
15/01/17 15:00,14.14,12.68,117.20,7.420,13.710,120,7.760,17.370,14:13,109.50,8.470,0.43,95.60,8.470,7.920,1.29,14:15
15/01/17 16:00,14.14,12.77,123.00,6.147,9.830,120,6.842,12.970,15:47,125.20,8.790,0.22,94.70,8.840,8.480,1.29,15:01
15/01/17 17:00,14.13,12.84,135.80,7.050,13.070,120,6.282,13.070,16:55,138.80,9.200,0.00,93.90,9.230,8.780,1.29,16:01
15/01/17 18:00,14.13,12.90,161.10,8.490,13.970,140,6.933,13.970,17:46,149.50,9.300,0.00,92.50,9.410,9.200,0,17:01
15/01/17 19:00,14.13,12.97,194.40,6.639,13.580,170,6.482,15.380,18:48,186.90,9.400,0.22,89.10,9.520,9.220,1.29,18:06
15/01/17 20:00,14.12,13.06,207.80,4.657,10.470,210,6.700,14.900,19:20,195.70,8.910,0.00,87.20,9.390,8.880,0,19:01
15/01/17 21:00,14.12,13.13,178.00,5.501,11.110,170,5.174,12.460,20:29,157.80,8.860,0.00,86.40,8.960,8.810,0,20:01
15/01/17 22:00,14.12,13.22,177.80,6.774,12.720,180,6.596,14.900,21:39,185.10,8.450,0.00,90.80,8.860,8.450,0,21:01
15/01/17 23:00,14.12,13.28,188.50,5.557,10.540,190,5.472,11.340,22:01,178.10,8.340,0.22,92.50,8.480,8.340,1.29,22:22
16/01/17 00:00,14.11,13.37,233.90,3.965,6.783,210,4.132,10.440,23:29,213.00,7.820,0.00,94.40,8.410,7.800,0,23:01
16/01/17 01:00,14.11,13.44,249.90,3.299,7.360,240,4.032,8.420,00:49,271.40,6.830,0.00,96.00,7.930,6.762,0,00:01
16/01/17 02:00,14.11,13.53,257.10,3.332,5.372,270,3.761,7.460,01:28,246.30,6.259,0.00,96.40,6.929,6.127,0,01:01
16/01/17 03:00,14.11,13.57,276.10,6.380,9.700,240,5.163,9.700,02:59,267.70,5.970,0.00,93.30,6.272,5.949,0,02:01
16/01/17 04:00,14.10,13.62,296.90,2.274,4.154,290,4.204,9.610,03:01,270.10,5.774,0.00,93.30,5.959,5.584,0,03:01
16/01/17 05:00,14.10,13.64,293.40,5.271,7.710,290,4.334,7.710,04:55,291.90,5.444,0.00,94.90,5.840,5.341,0,04:01
16/01/17 06:00,14.10,13.69,292.00,5.400,7.360,290,4.991,7.840,05:01,295.80,5.387,0.22,93.80,5.480,5.277,1.29,05:44
16/01/17 07:00,14.10,13.71,306.40,3.491,4.507,310,3.773,7.680,06:01,290.10,5.292,0.43,93.90,5.396,5.045,1.29,06:22
16/01/17 08:00,14.10,13.71,316.50,0.795,2.486,300,2.533,5.020,07:16,294.80,5.352,0.43,93.70,5.427,5.101,1.29,07:15
16/01/17 09:00,14.10,13.73,318.80,1.722,3.096,320,1.657,3.192,08:38,304.20,5.082,0.86,92.80,5.374,5.045,2.58,08:47
16/01/17 10:00,14.10,13.73,321.90,3.716,5.757,320,2.570,5.757,09:59,325.40,4.932,0.86,90.90,5.656,4.932,2.58,09:01
16/01/17 11:00,14.10,13.73,290.60,4.151,6.206,290,3.983,6.751,10:10,307.80,4.952,0.86,88.00,5.018,4.628,2.58,10:10
16/01/17 12:00,14.10,13.71,295.00,3.963,5.533,300,3.228,5.597,11:26,292.80,4.816,0.22,86.20,5.043,4.573,1.29,11:07
16/01/17 13:00,14.10,13.71,291.10,5.247,7.010,290,4.262,7.010,12:59,293.10,4.917,0.00,85.10,5.033,4.583,0,12:01
16/01/17 14:00,14.10,13.71,301.80,4.798,6.527,290,4.041,7.420,13:26,286.80,4.982,0.00,81.20,5.361,4.630,0,13:01
16/01/17 15:00,14.10,13.71,291.50,2.803,4.603,290,3.679,7.300,14:24,291.70,5.165,0.00,81.90,5.366,4.948,0,14:01
16/01/17 16:00,14.10,13.75,310.40,1.780,3.545,310,2.262,4.571,15:41,295.40,5.310,0.00,81.80,5.577,5.130,0,15:01
16/01/17 17:00,14.10,13.78,306.40,2.864,4.058,300,3.287,5.308,16:50,295.00,5.140,0.00,81.80,5.273,5.140,0,16:01
16/01/17 18:00,14.10,13.80,299.90,4.744,5.982,290,3.387,6.142,17:36,298.90,5.345,0.00,82.50,5.398,5.140,0,17:01
16/01/17 19:00,14.10,13.80,325.10,2.265,3.416,290,2.941,5.629,18:05,288.00,5.465,0.00,83.10,5.520,5.340,0,18:01
16/01/17 20:00,14.10,13.78,324.60,2.659,3.737,320,3.033,4.603,19:27,303.30,5.353,0.00,78.50,5.489,5.312,0,19:01
16/01/17 21:00,14.10,13.75,308.50,1.591,2.743,320,2.554,4.923,20:07,323.50,5.480,0.00,80.00,5.496,5.336,0,20:01
16/01/17 22:00,14.10,13.71,272.80,3.048,5.020,280,2.597,5.212,21:50,284.70,5.657,0.00,80.90,5.780,5.498,0,21:01
